date,compound_mean,compound_std,positive_mean,negative_mean,neutral_mean,total_tweets,engagement_score_sum,sentiment_positive_ratio,sentiment_negative_ratio,sentiment_neutral_ratio,sentiment_volatility,weighted_sentiment,sentiment_ma_7,sentiment_ma_14,sentiment_momentum,Date,Close,High,Low,Open,Volume,btc_return,price_ma_7,price_ma_21,volatility,sentiment_change,next_day_return
2020-01-01,0.1993428306022465,0.3195981825434215,0.3789403758613575,0.0,0.362397808134481,380,6578,0.466228553734831,0.2004381129318356,0.4598528437324805,0.2803345035229627,1.058165108394426,,,,2020-01-01,7200.17431640625,7254.33056640625,7174.9443359375,7194.89208984375,18565664997.0,,,,,,-0.029819292162590716
2020-01-02,0.075347089766013,0.2952665418846559,0.0922705634741431,0.1412525419140343,0.6754210836063,435,6311,0.3835647265106754,0.2831019401559912,0.4976634677873652,0.285244452888315,0.4443333818288166,,,,2020-01-02,6985.47021484375,7212.1552734375,6935.27001953125,7202.55126953125,20802083465.0,-0.029819292162590716,,,,-0.1239957408362335,0.05145166344511276
2020-01-03,-0.4165102025307203,0.1873687420594126,0.0,0.4583583607263329,0.4168578594140872,320,1189,0.0556598649795197,0.6110068016871469,0.2271819303598462,0.2855158027999262,-2.509834657180958,,,,2020-01-03,7344.88427734375,7413.71533203125,6914.99609375,6984.4287109375,28111481032.0,0.05145166344511276,,,,-0.4918572922967333,0.008954866877941559
2020-01-04,0.2990725865401293,0.2542703315240835,0.4767969571987421,0.0,0.5430179407605753,70,6393,0.5327150576934195,0.1339516089732471,0.4846656611759999,0.3896896099223679,1.6977614427958891,,,,2020-01-04,7410.65673828125,7427.3857421875,7309.51416015625,7345.37548828125,18444271275.0,0.008954866877941559,,,,0.7155827890708496,8.914790612779555e-05
2020-01-05,0.0839531007845886,0.1692681476866447,0.1562607405923921,0.1210259548630488,0.5439986631130483,313,9226,0.3893020671897257,0.2773645994769409,0.4727961206236346,0.1776339944800051,0.5050750483640805,,,,2020-01-05,7411.3173828125,7544.4970703125,7400.53564453125,7410.45166015625,19725074095.0,8.914790612779555e-05,,,,-0.21511948575554068,0.04829126010697582
2020-01-06,0.1083550707678945,0.3266084230952958,0.2359018331152679,0.0,0.5270801311279966,240,7873,0.4055700471785963,0.2610966194880703,0.3349262400109297,0.2185450708005443,0.625026829711166,,,,2020-01-06,7769.21923828125,7781.8671875,7409.29296875,7410.4521484375,23276261598.0,0.04829126010697582,,,,0.02440196998330589,0.050773846435889336
2020-01-07,-0.0634481140856455,0.2711331923216198,0.0928021639221015,0.3517997213904502,0.6378135394712605,286,9529,0.2910345906095696,0.375632076057097,0.3619076397167239,0.2760253496991545,-0.3545003903030489,0.04087319454921516,,-0.1043213086348607,2020-01-07,8163.6923828125,8178.2158203125,7768.2275390625,7768.68212890625,28767291327.0,0.050773846435889336,7469.344935825893,,387.49892458426615,-0.17180318485354001,-0.010268587535248286
2020-01-08,0.3587079994873821,0.1842803529062142,0.5215168244348566,0.0,0.6208787923016159,114,9006,0.5724719996582547,0.0941946670084119,0.3270204442119109,0.2184644554526709,1.874517135155504,0.06363964724709167,,0.2950683522402904,2020-01-08,8079.86279296875,8396.73828125,7956.7744140625,8161.935546875,31672559265.0,-0.010268587535248286,7595.014718191965,,426.35303670701853,0.42215611357302757,-0.024850855645838776
2020-01-09,0.330174312689942,0.3313811040057838,0.3523877082101691,0.0,0.3463476238100518,184,9392,0.5534495417932946,0.1132171248733719,0.3869894380482673,0.1992694074557947,1.5138384859757923,0.10004353623622439,,0.2301307764537176,2020-01-09,7879.0712890625,8082.2958984375,7842.40380859375,8082.2958984375,24045990466.0,-0.024850855645838776,7722.672014508928,,338.06567612121944,-0.02853368679744006,0.03648690303834745
2020-01-10,0.313219588582643,0.2112454756594799,0.5138719643817252,0.0,0.5365191150830908,263,9154,0.5421463923884287,0.1245202742782379,0.3683730277543103,0.2148780624261369,1.9344026054835373,0.20429064925241916,,0.1089289393302238,2020-01-10,8166.55419921875,8166.55419921875,7726.77490234375,7878.3076171875,28714583844.0,0.03648690303834745,7840.053431919643,,327.5132179787364,-0.016954724107299035,-0.015798168776598898
2020-01-11,0.324542731745206,0.2683831592708489,0.5558328857315743,0.0,0.5090931317527976,64,6977,0.549695154496804,0.1169715121698626,0.2076257380232285,0.1323674280979913,1.5342393567039136,0.20792924142457295,,0.116613490320633,2020-01-11,8037.53759765625,8218.359375,8029.64208984375,8162.19091796875,25521165085.0,-0.015798168776598898,7929.607840401785,,271.43691052241434,0.011323143162562999,0.019279106453440997
2020-01-12,0.2920525830303407,0.3687290787020558,0.4346636499849743,0.0,0.578206434570451,456,7374,0.5280350553535605,0.1386316113131061,0.3231148769106889,0.3266653415629146,1.3009036335850512,0.23765773888825184,,0.0543948441420888,2020-01-12,8192.494140625,8200.0634765625,8009.05908203125,8033.26171875,22903438381.0,0.019279106453440997,8041.204520089285,,160.92205896009455,-0.032490148714865275,-0.005895616628883604
2020-01-13,0.163064428081973,0.3084354799119114,0.4272047797865503,0.0242417863581649,0.4182534743350856,183,4627,0.4420429520546487,0.2246237146120179,0.3249529843611098,0.3649840776756605,0.8449645710729549,0.2454733613616916,,-0.0824089332797185,2020-01-13,8144.1943359375,8197.7880859375,8079.70068359375,8189.77197265625,22482910688.0,-0.005895616628883604,8094.772391183035,,109.48344267009298,-0.1289881549483677,0.08393344808628167
