date,compound_mean,compound_std,positive_mean,negative_mean,neutral_mean,total_tweets,engagement_score_sum,sentiment_positive_ratio,sentiment_negative_ratio,sentiment_neutral_ratio,sentiment_volatility,weighted_sentiment,sentiment_ma_7,sentiment_ma_14,sentiment_momentum
2020-01-01,0.19934283060224656,0.31959818254342154,0.37894037586135754,0.0,0.362397808134481,380,6578,0.466228553734831,0.20043811293183564,0.45985284373248053,0.2803345035229627,1.058165108394426,,,
2020-01-02,0.07534708976601306,0.2952665418846559,0.09227056347414314,0.14125254191403436,0.6754210836063,435,6311,0.3835647265106754,0.28310194015599127,0.49766346778736525,0.285244452888315,0.4443333818288166,,,
2020-01-03,-0.41651020253072035,0.1873687420594126,0.0,0.4583583607263329,0.41685785941408726,320,1189,0.05565986497951977,0.6110068016871469,0.22718193035984624,0.2855158027999262,-2.509834657180958,,,
2020-01-04,0.29907258654012936,0.2542703315240835,0.4767969571987421,0.0,0.5430179407605753,70,6393,0.5327150576934195,0.1339516089732471,0.48466566117599996,0.3896896099223679,1.6977614427958891,,,
2020-01-05,0.08395310078458865,0.16926814768664472,0.15626074059239214,0.12102595486304882,0.5439986631130483,313,9226,0.38930206718972576,0.2773645994769409,0.47279612062363463,0.1776339944800051,0.5050750483640805,,,
2020-01-06,0.10835507076789452,0.3266084230952958,0.23590183311526794,0.0,0.5270801311279966,240,7873,0.40557004717859635,0.26109661948807034,0.33492624001092974,0.21854507080054436,0.625026829711166,,,
2020-01-07,-0.06344811408564552,0.27113319232161986,0.09280216392210158,0.35179972139045024,0.6378135394712605,286,9529,0.29103459060956965,0.37563207605709703,0.3619076397167239,0.2760253496991545,-0.3545003903030489,0.04087319454921518,,-0.1043213086348607
2020-01-08,0.3587079994873821,0.18428035290621425,0.5215168244348566,0.0,0.6208787923016159,114,9006,0.5724719996582547,0.09419466700841195,0.3270204442119109,0.21846445545267093,1.8745171351555037,0.06363964724709169,,0.2950683522402904
2020-01-09,0.330174312689942,0.3313811040057838,0.3523877082101691,0.0,0.34634762381005185,184,9392,0.5534495417932946,0.11321712487337199,0.38698943804826735,0.19926940745579477,1.5138384859757925,0.10004353623622439,,0.23013077645371763
2020-01-10,0.31321958858264304,0.21124547565947993,0.5138719643817252,0.0,0.5365191150830908,263,9154,0.5421463923884287,0.12452027427823797,0.36837302775431036,0.21487806242613697,1.9344026054835373,0.2042906492524192,,0.10892893933022385
2020-01-11,0.324542731745206,0.2683831592708489,0.5558328857315743,0.0,0.5090931317527976,64,6977,0.549695154496804,0.11697151216986268,0.20762573802322856,0.13236742809799135,1.5342393567039136,0.20792924142457297,,0.116613490320633
2020-01-12,0.29205258303034076,0.36872907870205585,0.4346636499849743,0.0,0.578206434570451,456,7374,0.5280350553535605,0.13863161131310617,0.3231148769106889,0.3266653415629146,1.3009036335850512,0.23765773888825187,,0.054394844142088894
2020-01-13,0.16306442808197308,0.30843547991191145,0.42720477978655036,0.024241786358164902,0.4182534743350856,183,4627,0.4420429520546487,0.22462371461201794,0.32495298436110986,0.36498407767566055,0.8449645710729549,0.2454733613616916,,-0.08240893327971852
2020-01-14,0.26050817518610075,0.3422320465492188,0.5293355651631487,0.0,0.34402076981107066,426,2306,0.5070054501240672,0.1596612165425995,0.3281323365878769,0.345404429776748,1.4706850694150735,0.2917528312576554,0.1663130129034353,-0.031244656071554633
2020-01-15,-0.032198056518943835,0.2602268258126326,0.11325093488875113,0.23992886638602492,0.40776493351940857,201,2998,0.31186796232070413,0.35479870434596256,0.2504873126518792,0.1656292658719211,-0.1817724182850131,0.2359091089710374,0.14977437810906455,-0.26810716548998126
2020-01-16,0.043502795815775,0.22115085131741227,0.06297046994846947,0.03267182836452841,0.39875042513544046,344,8554,0.36233519721051666,0.30433146945615003,0.2902634929450309,0.1854521483132403,0.21208471371283252,0.19495603513187068,0.1474997856840475,-0.15145323931609567
2020-01-17,0.059442257339071214,0.2035213744080049,0.24974766074948035,0.14476937812735882,0.5123738333268545,267,6791,0.3729615048927141,0.2937051617739525,0.3658679267213984,0.2778090171638181,0.368088004636177,0.15870213066850328,0.1814963899604612,-0.09925987332943206
2020-01-18,0.1339216876838633,0.3284858845986153,0.2052129508815832,0.08454321689969455,0.4471132530877013,421,8777,0.4226144584559089,0.2440522082107578,0.3900589132282684,0.2607324052224276,0.7593200221720918,0.13147055294545432,0.16969989718501366,0.0024511347384089943
2020-01-19,0.06514840304661879,0.25245963302221563,0.2738922450838833,0.19235923839749713,0.4303835620807539,469,7546,0.37676560203107917,0.28990106463558746,0.41334485973140533,0.34285031384191467,0.3445221519338335,0.0990556700906369,0.16835670448944434,-0.03390726704401811
2020-01-20,0.23230299144112063,0.293551837122835,0.2846129201426181,0.0,0.45469413852021495,387,5736,0.48820199429408045,0.17846467237258623,0.4027070351117842,0.3205648357722317,1.4361168171732748,0.10894689342765798,0.17721012739467484,0.12335609801346265
2020-01-21,0.3223042427124523,0.3451666600603648,0.48886448619229095,0.0,0.39674091636018066,353,5548,0.5482028284749682,0.11846383819169848,0.47012541714899914,0.2899304371819804,1.3142076179897013,0.11777490307427962,0.20476386716596748,0.20452933963817266
2020-01-22,-0.0836348933329612,0.18366140577765458,0.1264724556588702,0.33763323600445294,0.6425297167512369,103,2648,0.2775767377780259,0.38908992888864075,0.24848861422838414,0.3695662565581238,-0.4989780461354043,0.11042678352942002,0.17316794625022872,-0.19406167686238124
2020-01-23,-0.2044917005085855,0.38204003273733356,0.08760745051800967,0.2896679929298252,0.42214554413775734,243,3869,0.19700553299427634,0.4696611336723904,0.3345272428958742,0.39833723878324623,-1.0944105705952252,0.07499899834022565,0.13497751673604816,-0.27949069884881117
2020-01-24,0.40211950575066324,0.10542260908465627,0.5502876203056937,0.0,0.44658751383314393,441,2218,0.6014130038337755,0.06525366283289118,0.39728386769010304,0.27049258100064155,2.4933456844685,0.12395289097045308,0.14132751081947817,0.27816661478021015
2020-01-25,-0.10266342341511897,0.1731968930137251,0.1892397430106147,0.22059274081514707,0.6568186220708453,332,1225,0.26489105105658733,0.4017756156100793,0.3050235223084027,0.2935310086091695,-0.6193772852884507,0.09015501795631277,0.11081278545088355,-0.19281844137143173
2020-01-26,0.019865037877705133,0.2477553081456592,0.07843793421711848,0.19687059670074647,0.4123089449763423,84,8679,0.34657669191847007,0.3200899747481966,0.2531332038221147,0.38213757530587433,0.09067094971054349,0.08368596578932509,0.09137081793998099,-0.06382092791161996
2020-01-27,0.13243160850247637,0.10463698495866024,0.41092717727879396,0.0,0.6866619276174678,148,1699,0.42162107233498425,0.2450455943316824,0.45590283664020803,0.18833466762087572,0.813684386465067,0.06941862536951877,0.08918275939858836,0.0630129831329576
2020-01-28,0.3228195298250678,0.3553410014550571,0.4178961313719511,0.0,0.52272050498334,272,7709,0.5485463532167119,0.11812031344995481,0.40880893900249193,0.2710183510268095,1.8720603641249511,0.06949223781417813,0.09363357044422889,0.25332729201088966
2020-01-29,0.30992920474963,0.20759403438884919,0.3861782994705516,0.0,0.4290203056954402,153,9096,0.53995280316642,0.1267138635002467,0.24098639943260866,0.31267329907303565,1.3911595004813482,0.12571568039740547,0.11807123196341272,0.18421352435222452
2020-01-30,-0.03025450647664646,0.18807755327934803,0.21255384016690762,0.2732885248804007,0.6468289274320415,62,7971,0.31316366234890236,0.35350300431776427,0.35340271965828135,0.2504548884061599,-0.16359131337998006,0.15060670811625387,0.11280285322823977,-0.18086121459290033
2020-01-31,0.07746708244347836,0.36598514468519805,0.08575211400558977,0.09619238620878925,0.47538964920723475,496,1853,0.3849780549623189,0.2816886117043478,0.29844580024241957,0.14651248501832326,0.4245691073174705,0.10422779050094175,0.11409034073569742,-0.02676070805746339
2020-02-01,0.16597062524025588,0.18596237563848533,0.3432206034109591,0.0,0.31493927549968576,375,4854,0.44398041682683725,0.22268624983982943,0.30805719242337887,0.13811815379556544,0.9542303486231344,0.14260408316599532,0.11637955056115401,0.02336654207426056
2020-02-02,0.051309226332841656,0.28686714274570013,0.07691346583097206,0.0,0.5125418526272592,96,7966,0.3675394842218944,0.29912718244477227,0.2415059277253404,0.13982362667289094,0.30992079608894596,0.14709611008815765,0.11539103793874136,-0.095786883755316
2020-02-03,0.33313245830539573,0.25489010449035865,0.4300194001877695,0.0,0.4083329005048297,141,6177,0.5554216388702639,0.11124502779640284,0.2235369144026798,0.10760522302463726,1.704969860322198,0.1757676600600033,0.12259314271476103,0.15736479824539243
2020-02-04,0.17290265117859793,0.30654997022960995,0.190360729831131,0.1016614671093462,0.4769408918924417,145,8805,0.4486017674523986,0.21806489921426805,0.22816198702438753,0.15485979913219222,0.9785394794029644,0.15435096311050758,0.11192160046234287,0.01855168806809035
2020-02-05,0.04416833870211326,0.18398016908378287,0.33062792290107146,0.17720073630661728,0.5217416210045602,327,8004,0.3627788924680755,0.3038877741985912,0.32588001872833694,0.17431929685034725,0.2326725434041999,0.11638512510371947,0.12105040275056246,-0.07221678640160621
2020-02-06,0.06968140315893848,0.12824709648056803,0.16310539597632673,0.22417175542751408,0.37013210795573537,449,7617,0.37978760210595897,0.2868790645607077,0.3474847625350497,0.24204153123416974,0.40596386228639597,0.13066168362308875,0.14063419586967132,-0.06098028046415027
2020-02-07,0.15580346061603398,0.23940214388188344,0.35073556540886297,0.0,0.6796582926365543,149,3849,0.437202307077356,0.22946435958931066,0.2782680870025142,0.10459136208711543,0.823141424076913,0.1418525947905967,0.12304019264576924,0.01395086582543728
2020-02-08,0.44390889125488675,0.2976080894856835,0.49278921937931564,0.0,0.5569677112825262,433,7303,0.6292725941699245,0.03739407249674217,0.48206907242748726,0.2726422533627637,2.410134798388732,0.1815580613641154,0.16208107226505536,0.26235082989077135
2020-02-09,0.21610313674086584,0.27201011250158,0.2546532427110389,0.027258116279935046,0.628255790297582,317,9002,0.47740209116057725,0.18926457550608944,0.44612805313138043,0.29544543155733644,0.9795089680604774,0.2051000485652617,0.17609807932670968,0.011003088175604137
2020-02-10,0.27302387623960167,0.12135659453806871,0.36871656532773006,0.0,0.30930877429433035,467,9306,0.5153492508264012,0.15131741584026556,0.28455643243202,0.13544944828649688,1.3923853004287734,0.19651310827014828,0.18614038416507575,0.07651076796945339
2020-02-11,0.09504289443120811,0.2886828540339652,0.358284498489324,0.1254784187099576,0.6213923721539394,298,9867,0.3966952629541387,0.2699714037125279,0.2532318631339169,0.32518442549225757,0.5216845288465854,0.185390285877664,0.1698706244940858,-0.0903473914464559
2020-02-12,0.5444921977963715,0.13830691882673968,0.6194971325612029,0.0,0.6468466428838888,273,4440,0.6963281318642477,0.0,0.40395343397007377,0.3219726281342124,3.26906966449005,0.2568651228911295,0.18662512399742445,0.287627074905242
2020-02-13,0.330653326134058,0.1309371606507798,0.601419198137928,0.0,0.6305829864430966,391,5492,0.5537688840893721,0.11289778257729466,0.46865696854886013,0.21676050362024896,2.0170907519640653,0.2941468261732894,0.21240425489818907,0.0365064999607686
2020-02-14,0.306190217466319,0.303030971327291,0.45094650235911177,0.0,0.33331376447810385,118,8266,0.537460144977546,0.12920652168912064,0.3807322777703357,0.26611091570374024,1.4191086768034848,0.31563064858047296,0.22874162168553486,-0.009440431114153935
2020-02-15,0.20558461071463222,0.3374737131177546,0.4424700535529984,0.0,0.4977681218810326,472,7541,0.47038974047642146,0.1962769261902452,0.3648586646971207,0.23245915041201312,1.1471065841682,0.2815843227890081,0.2315711920765617,-0.07599971207437586
2020-02-16,0.5959177472654374,0.3905955831922405,0.8023267503179492,0.0,0.6467474821243365,279,2542,0.7306118315102917,0.0,0.32782744251408236,0.16677292527130916,3.631266370170067,0.33584355286394685,0.27047180071460425,0.2600741944014906
2020-02-17,0.3167824646372255,0.34655801778710693,0.5286551327841743,0.0,0.33393508563407676,388,2365,0.5445216430914837,0.12214502357518302,0.4438398701772508,0.3841745732151577,1.7699424005490625,0.34209477977789315,0.2693039440240207,-0.025312315140667674
